gran,kernel_size,quantile,selectivity,metric,f1_score
3,5,0.7483561643835617,1.6985714285714288,3,0.15634082565335622
17,4,0.2650684931506849,3.1327005870841487,3,0.32576893268171275
7,7,0.0636986301369863,1.791095890410959,7,0.5664983393084676
20,6,0.3782191780821918,0.233600782778865,5,0.49136395671676397
10,3,0.8921917808219179,2.839706457925636,8,0.0900969678700431
21,5,0.20753424657534247,2.554422700587084,2,0.4092244293230438
30,1,0.21136986301369864,3.795792563600783,5,0.2147957353493875
25,5,0.19219178082191782,2.492739726027397,4,0.24292320313144444
9,8,0.545068493150685,2.492739726027397,8,0.24754376538172243
15,5,0.2995890410958904,1.690861056751468,6,0.41142839903885664
10,1,0.056027397260273976,0.5574363992172212,2,0.4335356417778899
4,6,0.8308219178082191,3.2560665362035226,5,0.047936814114803175
13,4,0.4626027397260274,2.546712328767123,1,0.2842048875976874
7,6,0.43383561643835616,2.909099804305284,5,0.11145531811437003
9,3,0.38972602739726026,0.017710371819960862,6,0.372503670323448
14,4,0.25931506849315067,1.5983365949119375,6,0.44066645164463286
20,8,0.9516438356164384,2.1843248532289627,2,0.11921398634663798
9,1,0.29191780821917807,0.3492563600782779,8,0.5351324791169009
30,3,0.48753424657534244,1.120293542074364,2,0.3913728511246099
30,1,0.16534246575342468,3.626164383561644,4,0.22299200869734517
31,5,0.09438356164383561,3.4796673189823877,5,0.2666532596402996
24,7,0.05410958904109589,3.788082191780822,0,0.393858669323877
10,8,0.7445205479452055,3.1558317025440314,6,0.15989128948844833
24,7,0.24013698630136987,0.36467710371819967,1,0.45268847539134754
8,6,0.5028767123287671,2.0609589041095893,3,0.2638442223347645
20,6,0.9017808219178082,1.2205283757338554,3,0.1599725328463482
25,2,0.3494520547945206,3.896027397260274,8,0.2871310137359311
8,1,0.733013698630137,3.4179843444227007,8,0.12310909121063468
29,2,0.35328767123287674,1.4132876712328768,8,0.39452860859982486
25,2,0.4913698630136986,1.6600195694716244,0,0.32070876556130573
16,7,0.9880821917808219,0.12565557729941293,8,0.1772827903508659
14,8,0.6217808219178083,2.353953033268102,1,0.24696162868445706
22,1,0.7406849315068493,2.754892367906067,8,0.184421714057881
22,8,0.42041095890410957,2.1457729941291586,5,0.19348429529065891
27,6,0.22287671232876713,2.7703131115459882,1,0.3524934564276891
24,5,0.45493150684931505,0.8966927592954992,2,0.4330334988192781
23,4,0.5047945205479452,1.4749706457925638,1,0.3446171401551375
4,8,0.40123287671232877,2.569843444227006,8,0.265595305182794
18,8,0.11931506849315068,2.778023483365949,1,0.42333029270760447
11,8,0.5105479452054794,0.8195890410958905,0,0.43069438067926397
9,1,0.46643835616438356,1.8681996086105677,7,0.4063147298647342
12,3,0.7195890410958904,2.122641878669276,6,0.20043604889330616
17,5,0.8519178082191781,1.9838551859099807,1,0.152224902919581
30,4,0.02917808219178082,1.860489236790607,0,0.4610582721346861
8,3,0.3168493150684932,0.5420156555772995,5,0.3619329555252837
7,8,0.8653424657534247,2.292270058708415,3,0.11652400215961421
29,2,0.22863013698630139,0.31070450097847363,1,0.40701960273133814
22,8,0.9861643835616438,1.2822113502935422,4,0.03585710409763084
3,4,0.8461643835616438,0.565146771037182,2,0.22746948010912554
27,8,0.08287671232876712,2.700919765166341,2,0.43975930497786025
9,5,0.9152054794520548,1.0277690802348338,1,0.1384143446607502
3,2,0.01,3.2252250489236793,8,0.4777943271387886
5,2,0.5258904109589041,3.348590998043053,0,0.17171095318894622
23,4,0.5527397260273973,1.8296477495107635,0,0.2916420992948419
7,8,0.173013698630137,3.4256947162426616,5,0.16916013004010205
31,5,0.21328767123287673,0.8427201565557731,2,0.45566071429927774
17,4,0.7483561643835617,1.5289432485322898,5,0.12484419872179346
16,8,0.5489041095890411,0.9429549902152643,8,0.4038360418367675
19,1,0.43383561643835616,2.739471624266145,7,0.3767418264578201
9,3,0.48753424657534244,2.623816046966732,4,0.15053693828068637
27,5,0.27657534246575344,0.45720156555773,6,0.45537901534298314
15,1,0.8058904109589041,0.15649706457925638,5,0.3281009623444495
23,1,0.3552054794520548,1.791095890410959,6,0.3763009337490764
14,3,0.18068493150684933,0.34154598825831706,2,0.435307554460162
26,1,0.6236986301369863,0.01,2,0.3440817945255533
14,4,0.2056164383561644,3.757240704500979,3,0.3236792235086006
5,4,0.5776712328767123,2.96307240704501,4,0.10772971735310348
27,7,0.7636986301369862,3.456536203522505,3,0.15451408814675513
17,1,0.36863013698630137,1.5135225048923682,5,0.23749017100043993
6,3,0.9190410958904109,3.888317025440313,0,0.06086638502564344
10,3,0.3954794520547945,1.629178082191781,3,0.34541416584147316
20,1,0.8864383561643836,0.7656164383561644,5,0.12646282686090263
26,1,0.8998630136986301,0.7501956947162427,0,0.19627145861423287
11,6,0.6294520547945206,1.3978669275929552,7,0.3903409142834759
14,2,0.3993150684931507,2.3231115459882585,7,0.4223067764669146
19,2,0.8538356164383561,1.860489236790607,0,0.14748595516118623
29,4,0.01,3.911448140900196,4,0.31629961456931405
27,5,0.6889041095890411,3.124990215264188,7,0.25497876444494944
14,5,0.15767123287671234,0.4340704500978474,0,0.4996108726834119
10,2,0.6447945205479452,0.5343052837573387,1,0.42130497115691645
31,8,0.406986301369863,2.176614481409002,5,0.21039620495611566
5,4,0.04068493150684931,0.6345401174168298,7,0.38267444996239647
11,7,0.1058904109589041,2.808864970645793,0,0.419174154191443
13,1,0.85,1.3284735812133075,8,0.17676749257703517
9,3,0.5508219178082192,3.5876125244618398,8,0.1826958372656261
28,3,0.5546575342465754,3.2714872798434445,2,0.26256717142322616
16,1,0.8461643835616438,2.616105675146771,0,0.12240336763005762
6,2,0.13082191780821917,2.2460078277886497,2,0.44768691843301783
9,5,0.8749315068493151,1.1665557729941294,1,0.16174769473363157
16,8,0.45109589041095893,0.04855185909980431,0,0.3646276892974166
9,8,0.05219178082191781,2.4156360078277888,1,0.49861969319229277
13,1,0.18643835616438356,0.7656164383561644,0,0.5392712056521625
7,2,0.5757534246575342,0.8427201565557731,3,0.35151022129459836
16,6,0.5757534246575342,3.803502935420744,2,0.2506626713997927
22,8,0.897945205479452,2.7703131115459882,3,0.11876606810958248
24,5,0.9267123287671233,1.2282387475538161,1,0.1446257786668182
13,1,0.4280821917808219,0.3955185909980431,4,0.4426558477500347
26,3,0.07712328767123287,0.4186497064579257,0,0.37637235240945155
23,2,0.04835616438356165,0.2798630136986302,0,0.3470542729062726
28,1,0.19219178082191782,3.664716242661448,0,0.314317802863596
8,7,0.7847945205479452,0.90440313111546,6,0.24959373548671115
26,7,0.08095890410958903,0.20275929549902155,1,0.3406405856108782
31,4,0.21136986301369864,2.600684931506849,0,0.346837206369897
6,2,0.5297260273972603,3.009334637964775,0,0.18445042083454155
12,4,0.013835616438356164,0.34154598825831706,0,0.369378319702638
3,8,0.7215068493150685,1.297632093933464,0,0.22199662919898477
24,2,0.35136986301369866,2.5390019569471627,0,0.3171786734237125
10,5,0.4415068493150685,1.806516634050881,2,0.3638974748229761
18,5,0.6812328767123288,0.8966927592954992,0,0.3226750966413884
7,3,0.14616438356164385,3.788082191780822,3,0.30814158528454916
4,7,0.6620547945205479,1.8836203522504895,0,0.20535865168365589
21,5,0.2554794520547945,0.19504892367906068,5,0.4429012096538464
21,7,0.3743835616438356,2.5929745596868887,6,0.32549412501484914
20,4,0.7636986301369862,2.855127201565558,5,0.09863918255405604
31,2,0.6294520547945206,3.3640117416829747,5,0.13629805206122983
20,4,0.01,0.8735616438356165,2,0.4044655902956529
13,7,0.8557534246575342,1.860489236790607,5,0.063191057850715
26,6,0.6946575342465754,1.4441291585127203,1,0.27539353921981674
12,8,0.1058904109589041,3.8806066536203523,6,0.385291311267903
16,5,0.3494520547945206,1.7062818003913895,7,0.47211400027289424
5,3,0.5067123287671232,0.41093933463796484,0,0.519799030078422
3,2,0.6773972602739726,3.6030332681017616,0,0.10760925328378874
28,3,0.640958904109589,3.0787279843444226,2,0.24283534316857847
24,1,0.33986301369863015,3.294618395303327,5,0.18869637739497347
15,2,0.5278082191780822,1.5829158512720158,5,0.18289872806804006
10,2,0.7253424657534246,2.0069863013698632,4,0.113599018960752
25,6,0.897945205479452,0.5034637964774952,0,0.24906396135350908
5,5,0.966986301369863,0.5882778864970647,1,0.09288360399692006
8,2,0.2689041095890411,3.4179843444227007,4,0.1847449976635942
29,3,0.0732876712328767,0.14107632093933467,6,0.33418994994394574
30,6,0.571917808219178,2.2768493150684934,4,0.14743011423022262
12,6,0.2784931506849315,1.3361839530332682,1,0.4579986014144367
12,8,0.5949315068493151,1.181976516634051,5,0.1653370629885764
30,6,0.19986301369863013,1.8836203522504895,2,0.424889481680879
19,7,0.29191780821917807,3.2252250489236793,6,0.32699592953710305
11,7,0.4280821917808219,2.400215264187867,5,0.13555200596619973
22,7,0.9267123287671233,2.9939138943248533,4,0.04864815907421533
28,3,0.920958904109589,2.0069863013698632,2,0.14961341996014021
18,3,0.6198630136986302,2.909099804305284,3,0.20610641997540724
16,8,0.18452054794520548,2.5390019569471627,8,0.41084569645221103
17,5,0.8212328767123288,1.4287084148727986,1,0.19783564949684415
27,5,0.2363013698630137,1.0431898238747555,3,0.44410452281908697
6,3,0.6006849315068493,3.695557729941292,6,0.15097101447077313
21,7,0.8557534246575342,0.27215264187866933,1,0.3672817941880951
19,4,0.6812328767123288,0.06397260273972603,4,0.36707697342312795
